12:22:23.914 -> -0.08,0.16,0.93,23.74,-29.48,-26.25
12:22:24.010 -> 0.00,0.17,0.96,28.50,-21.48,-13.49
12:22:24.107 -> 0.05,0.20,0.98,3.85,-7.63,-2.08
12:22:24.205 -> 0.05,0.22,1.01,6.96,10.68,13.24
12:22:24.293 -> 0.08,0.24,1.03,1.83,41.38,24.66
12:22:24.436 -> -0.18,0.17,0.87,-6.59,45.17,29.24
12:22:24.533 -> -0.40,0.24,0.88,-24.66,24.11,10.38
12:22:24.630 -> -0.52,0.16,0.91,-13.79,5.80,-7.32
12:22:24.725 -> -0.40,0.12,0.91,-5.55,4.21,-8.24
12:22:24.821 -> -0.40,0.12,0.92,-7.57,2.08,-1.83
12:22:24.918 -> -0.43,0.13,0.97,-2.75,1.28,-1.10
12:22:25.014 -> -0.47,0.13,0.95,1.89,2.87,1.89
12:22:25.109 -> -0.45,0.12,0.91,-8.79,-14.16,-5.49
12:22:25.204 -> -0.34,0.28,0.87,25.82,-20.57,-10.19
12:22:25.300 -> -0.20,0.12,0.90,12.94,-25.70,-21.67
12:22:25.395 -> -0.10,0.14,0.95,13.12,-30.15,-17.70
12:22:25.534 -> -0.01,0.18,1.00,9.28,-19.65,-12.33
12:22:25.631 -> 0.05,0.24,0.99,-4.03,0.73,-2.81
12:22:25.728 -> 0.02,0.19,0.98,-3.85,20.02,13.85
12:22:25.824 -> -0.12,0.16,0.98,-4.03,37.84,23.86
12:22:25.920 -> -0.29,0.24,0.94,-7.45,30.82,16.42
12:22:26.015 -> -0.40,0.19,0.91,-14.65,18.92,2.56
12:22:26.111 -> -0.44,0.10,0.88,-20.87,10.50,-7.69
12:22:26.207 -> -0.52,0.06,0.91,0.31,0.92,-2.87
12:22:26.337 -> -0.46,0.09,0.93,3.36,1.28,1.34
12:22:26.432 -> -0.44,0.11,0.89,-1.53,3.17,3.97
12:22:26.529 -> -0.48,0.10,0.89,7.51,-4.09,4.52
12:22:26.624 -> -0.47,0.14,0.92,-28.14,-19.53,-4.03
12:22:26.721 -> -0.36,0.13,0.92,10.99,-22.71,-8.18
12:22:26.817 -> -0.23,0.11,0.95,28.26,-28.44,-17.27
12:22:26.913 -> -0.15,0.30,0.86,18.62,-31.80,-21.97
12:22:27.009 -> -0.02,0.23,0.95,22.03,-23.32,-19.17
12:22:27.106 -> 0.04,0.23,0.97,-3.36,-7.51,-9.70
12:22:27.202 -> 0.05,0.23,0.96,-11.78,10.68,7.20
12:22:27.297 -> 0.03,0.21,1.02,7.20,29.42,20.32
12:22:27.393 -> -0.11,0.18,0.99,-19.96,42.48,22.09
12:22:27.495 -> -0.27,0.20,0.91,-15.69,34.00,19.71
12:22:27.638 -> -0.47,0.16,0.88,-10.13,15.14,8.42
12:22:27.734 -> -0.45,0.13,0.95,4.52,7.45,1.28
12:22:27.830 -> -0.49,0.15,0.92,-1.71,8.18,1.04
12:22:27.926 -> -0.50,0.13,0.87,-7.45,-1.77,0.37
12:22:28.021 -> -0.38,0.12,0.88,-3.85,0.12,3.85
12:22:28.118 -> -0.51,0.16,0.86,-6.96,-9.83,3.17
12:22:28.215 -> -0.41,0.19,0.92,12.21,-27.59,-8.42
12:22:28.309 -> -0.27,0.17,0.92,15.01,-40.71,-25.02
12:22:28.403 -> -0.06,0.25,0.96,38.39,-41.08,-24.72
12:22:28.497 -> 0.01,0.26,0.99,14.83,-20.57,-16.72
12:22:28.613 -> 0.01,0.31,0.95,8.18,-4.82,-5.49
12:22:28.710 -> 0.01,0.24,0.95,-25.02,20.51,7.51
12:22:28.807 -> -0.01,0.23,0.90,-29.60,40.10,27.83
12:22:28.903 -> -0.11,0.28,0.93,1.40,38.88,38.33
12:22:28.998 -> -0.32,0.21,0.93,-26.00,35.52,10.56
12:22:29.093 -> -0.44,0.15,0.93,-21.48,23.86,-6.96
12:22:29.238 -> -0.59,0.09,0.90,-7.20,10.74,-6.84
12:22:29.334 -> -0.51,0.12,0.90,0.67,5.43,-2.14
12:22:29.429 -> -0.45,0.11,0.86,-1.46,2.69,-1.89
12:22:29.499 -> -0.50,0.10,0.87,3.78,-6.29,0.06
12:22:29.594 -> -0.57,0.17,0.88,-8.67,-18.68,-2.75
12:22:29.739 -> -0.47,0.07,0.93,-2.44,-32.53,-8.79
12:22:29.834 -> -0.30,0.07,0.95,21.18,-36.25,-15.08
12:22:29.931 -> -0.15,0.14,0.93,11.05,-32.59,-29.60
12:22:30.028 -> -0.01,0.10,0.97,30.33,-30.03,-17.21
12:22:30.124 -> 0.01,0.22,0.97,12.63,-17.94,-10.80
12:22:30.221 -> 0.07,0.30,0.96,-6.16,2.08,1.28
12:22:30.317 -> 0.03,0.24,0.95,-17.40,21.79,14.65
12:22:30.412 -> -0.07,0.22,0.96,-12.51,30.52,18.86
12:22:30.507 -> -0.18,0.08,0.98,-52.55,30.58,17.15
12:22:30.601 -> -0.25,0.07,0.93,-22.77,36.07,13.24
12:22:30.697 -> -0.46,0.03,0.89,-13.00,23.38,0.49
12:22:30.793 -> -0.48,0.01,0.93,5.49,18.25,-1.83
12:22:30.937 -> -0.51,0.00,0.90,8.00,11.66,2.26
12:22:31.033 -> -0.49,0.04,0.87,5.74,-3.30,3.30
12:22:31.129 -> -0.41,0.03,0.89,0.06,-3.66,-3.30
12:22:31.225 -> -0.49,0.01,0.90,-3.05,-4.33,0.18
12:22:31.321 -> -0.57,0.11,0.90,6.29,-14.22,-4.76
12:22:31.415 -> -0.44,0.01,0.93,6.04,-32.47,-10.31
12:22:31.502 -> -0.23,0.04,0.94,18.07,-38.27,-15.32
12:22:31.598 -> -0.06,0.17,0.99,4.21,-37.11,-23.32
12:22:31.694 -> -0.04,0.08,0.97,27.04,-29.66,-23.99
12:22:31.837 -> 0.02,0.12,1.00,13.18,-19.65,-18.62
12:22:31.934 -> 0.04,0.20,0.97,6.47,-7.26,-8.91
12:22:32.030 -> 0.07,0.14,1.00,5.49,8.97,12.39
12:22:32.125 -> 0.07,0.15,1.01,-25.09,28.08,23.62
12:22:32.220 -> 0.01,0.05,0.99,-39.12,42.05,29.91
12:22:32.302 -> -0.16,0.10,0.98,-14.34,50.66,27.10
12:22:32.440 -> -0.32,0.03,0.93,-13.18,32.29,17.64
12:22:32.535 -> -0.47,-0.05,0.93,-6.23,6.23,8.73
12:22:32.630 -> -0.54,-0.01,0.93,-3.72,-3.36,-7.63
12:22:32.726 -> -0.54,-0.02,1.00,-1.65,3.97,1.40
12:22:32.820 -> -0.40,0.05,0.92,5.92,-3.36,1.46
12:22:32.916 -> -0.44,0.05,0.92,4.39,-3.17,0.73
12:22:33.012 -> -0.51,0.05,0.93,2.01,-13.92,-4.27
12:22:33.109 -> -0.39,0.03,0.95,-1.53,-21.73,-10.01
12:22:33.204 -> -0.27,0.01,0.96,8.73,-22.52,-16.78
